Name,Price,Year,Mileage,Additional Details,Location,Link,Label
2018 Renault Clio 0.9 ICONIC TCE 5d 89 BHP Hatchback Petrol Manual,"£11,199",2018," 12,520 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 898 cc",Neath Port Talbot,https://www.gumtree.com/p/renault/2018-renault-clio-0.9-iconic-tce-5d-89-bhp-hatchback-petrol-manual/1426158391,GCLV
2013 Nissan Micra 1.2 Tekna 5dr Hatchback Petrol Manual,"£7,300",2013," 30,614 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,200 cc","Plympton, Devon",https://www.gumtree.com/p/nissan/2013-nissan-micra-1.2-tekna-5dr-hatchback-petrol-manual/1426476989,GCLV
Ford Fista 1.4 Automatic,"£3,795",2009," 98,861 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,388 cc","Weston-super-Mare, Somerset",https://www.gumtree.com/p/ford/ford-fista-1.4-automatic-/1426447514,BCHV
Ford Focus Titanium 2.0 tdci * Cambelt done @ 76k * Only 76k * FSH * Keyless entry + go,"£3,895",2010," 76,000 miles",Fuel type: Diesel,"Plymouth, Devon",https://www.gumtree.com/p/ford/ford-focus-titanium-2.0-tdci-cambelt-done-76k-only-76k-fsh-keyless-entry-go-/1425711496,GCLV
Honda Civic Ex I-Ctdi,"£1,750",2007," 169,000 miles","Fuel type: Diesel, Engine size: 2,204 cc","Portsmouth, Hampshire",https://www.gumtree.com/p/honda/honda-civic-ex-i-ctdi-/1426795648,BCHV
"VAUXHALL ASTRA 1,4 PETROL **ULEZ COMPLIANT**","£2,995",2013," 128,000 miles","Fuel type: Petrol, Engine size: 1,398 cc","Tower Hamlets, London",https://www.gumtree.com/p/vauxhall/vauxhall-astra-1-4-petrol-ulez-compliant-/1426795627,BCLV
"Volvo, V70, Estate, 2008, Manual, 1997 (cc), 5 doors","£1,700",2008," 201,619 miles","Fuel type: Diesel, Engine size: 1,997 cc","Walton, Merseyside",https://www.gumtree.com/p/volvo/volvo-v70-estate-2008-manual-1997-cc-5-doors/1426795609,BCLV
Volvo S40 Eco drive 2010,"£2,500",2010," 152,724 miles","Fuel type: Diesel, Engine size: 1,560 cc","Clock Face, Merseyside",https://www.gumtree.com/p/volvo/volvo-s40-eco-drive-2010/1426795554,BCLV
*ULEZ COMPLIANT* 2009 SEAT IBIZA 3DR COUPE 1.4L SPORT IN BLACK *REDUCED FOR QUICK SALE*,"£1,500",2009," 110,737 miles","Fuel type: Petrol, Engine size: 1,390 cc","Shoeburyness, Essex",https://www.gumtree.com/p/seat/-ulez-compliant-2009-seat-ibiza-3dr-coupe-1.4l-sport-in-black-reduced-for-quick-sale-/1426795549,BCLV
2019 19 REG AUDI A1 SE 25 TFSI DAMAGED REPAIRABLE SALVAGE,"£8,450",2019," 22,100 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Ilkeston, Derbyshire",https://www.gumtree.com/p/audi/2019-19-reg-audi-a1-se-25-tfsi-damaged-repairable-salvage/1426795540,BCLV
"RANGE ROVER 2.5 DIESEL, SUSPENSION FAULT - GOOD ENGINE - LONG MOT","£1,295",1996," 190,000 miles","Fuel type: Diesel, Engine size: 2,497 cc","Blairgowrie, Perth and Kinross",https://www.gumtree.com/p/land-rover/range-rover-2.5-diesel-suspension-fault-good-engine-long-mot/1426795537,BCLV
"Ford, FIESTA, Hatchback, 2009, Other, 1388 (cc), 5 doors","£3,200",2009," 97,258 miles","Fuel type: Petrol, Engine size: 1,388 cc","Wollaton, Nottinghamshire",https://www.gumtree.com/p/ford/ford-fiesta-hatchback-2009-other-1388-cc-5-doors/1426795512,GCLV
S max 2.5,"£2,500",2007, 136 miles,"Fuel type: Petrol, Engine size: 250 cc","Enfield, London",https://www.gumtree.com/p/ford/s-max-2.5-/1426795507,BCLV
"Volkswagen, CADDY, Panel Van, 2010, Manual, 1598 (cc)","£6,850",2010," 106,723 miles","Fuel type: Diesel, Engine size: 1,598 cc","Inverness, Highland",https://www.gumtree.com/p/volkswagen/volkswagen-caddy-panel-van-2010-manual-1598-cc-/1426795493,BCHV
2011 Vauxhall Insignia 2.0 Automatic CDTI,"£3,000",2011," 170,000 miles","Fuel type: Diesel, Engine size: 1,956 cc","Bromley, London",https://www.gumtree.com/p/vauxhall/2011-vauxhall-insignia-2.0-automatic-cdti/1426795491,BCLV
2019 Ford Focus 1.0 EcoBoost 125 Titanium 5dr Hatchback Petrol Manual,"£17,338",2019," 21,640 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Daventry, Northamptonshire",https://www.gumtree.com/p/ford/2019-ford-focus-1.0-ecoboost-125-titanium-5dr-hatchback-petrol-manual/1422607751,GCLV
2019 Renault Kadjar RENAULT KADJAR 1.3 TCE S Edition 5dr SUV Petrol Manual,"£17,500",2019," 28,762 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,332 cc","Orpington, London",https://www.gumtree.com/p/renault/2019-renault-kadjar-renault-kadjar-1.3-tce-s-edition-5dr-suv-petrol-manual/1421291910,GCLV
2013 13 VAUXHALL MOKKA 1.4 EXCLUSIV S/S 5D 138 BHP,"£8,799",2013," 36,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,364 cc","Tilehurst, Berkshire",https://www.gumtree.com/p/vauxhall/2013-13-vauxhall-mokka-1.4-exclusiv-s-s-5d-138-bhp/1418679694,GCLV
2012 Mini Cooper SD - John Cooper Works Pack - Very High Spec - Red Leather,"£5,995",2012," 135,250 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,995 cc","Southwater, West Sussex",https://www.gumtree.com/p/mini/2012-mini-cooper-sd-john-cooper-works-pack-very-high-spec-red-leather/1420940925,BCLV
2017 Ford Fiesta 1.0 EcoBoost Titanium 5dr Hatchback petrol Manual,"£13,000",2017," 13,329 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 998 cc",Cardiff,https://www.gumtree.com/p/ford/2017-ford-fiesta-1.0-ecoboost-titanium-5dr-hatchback-petrol-manual/1423922610,GCLV
2014 Renault Clio 1.5 dCi 90 Dynamique S MediaNav Energy 5dr HATCHBACK Diesel Ma,"£6,995",2014," 42,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,461 cc","Pontarddulais, Swansea",https://www.gumtree.com/p/renault/2014-renault-clio-1.5-dci-90-dynamique-s-medianav-energy-5dr-hatchback-diesel-ma/1420939173,GCLV
2018 Peugeot 3008 1.2 PureTech GT Line 5dr Estate petrol Manual,"£21,800",2018," 6,475 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,199 cc","Ashton-under-Lyne, Manchester",https://www.gumtree.com/p/peugeot/2018-peugeot-3008-1.2-puretech-gt-line-5dr-estate-petrol-manual/1423922525,GCLV
2018 68 AUDI A3 1.0 SPORTBACK TFSI BLACK EDITION 5D 114 BHP,"£18,250",2018," 55,600 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Halifax, West Yorkshire",https://www.gumtree.com/p/audi/2018-68-audi-a3-1.0-sportback-tfsi-black-edition-5d-114-bhp/1420196476,GCHV
2018 Volkswagen Golf SE NAV 1.4 TSI 125ps 5dr (Mk7 Facelift) HATCHBACK Petrol Ma,"£16,750",2018," 35,025 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,395 cc","Criccieth, Gwynedd",https://www.gumtree.com/p/volkswagen/2018-volkswagen-golf-se-nav-1.4-tsi-125ps-5dr-mk7-facelift-hatchback-petrol-ma/1420914673,GCLV
"Audi A4 Avant (2010) RS4 REPLICA 2.0TDI (+12 Months Warranty) 93,002 mls - FSH","£11,995",2010," 93,002 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/audi/audi-a4-avant-2010-rs4-replica-2.0tdi-12-months-warranty-93-002-mls-fsh/1420933405,BCLV
"2012 - Ford Focus 1.6 TI-VCT ( 125ps ) Zetec - 56,000 Miles!","£6,295",2012," 56,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,596 cc","Poole, Dorset",https://www.gumtree.com/p/ford/2012-ford-focus-1.6-ti-vct-125ps-zetec-56-000-miles-/1424986344,GCLV
2016 Mercedes-Benz GLA GLA 250 4Matic AMG Line 5dr Auto [Premium Plus] Estate Pe,"£24,495",2016," 23,600 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,991 cc","Sheffield, South Yorkshire",https://www.gumtree.com/p/mercedes-benz/2016-mercedes-benz-gla-gla-250-4matic-amg-line-5dr-auto-premium-plus-estate-pe/1420944079,GCHV
2018 BMW 3 Series 320d xDrive M Sport Shadow Edition 4dr Step Auto Saloon diesel,"£19,900",2018," 68,319 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,995 cc","Wakefield, West Yorkshire",https://www.gumtree.com/p/bmw/2018-bmw-3-series-320d-xdrive-m-sport-shadow-edition-4dr-step-auto-saloon-diesel/1423923028,GCLV
2012 Audi A5 CABRIOLET 2.0 TDI S line Cabriolet 2dr Convertible Diesel Manual,"£9,595",2012," 117,370 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","Tavistock, Devon",https://www.gumtree.com/p/audi/2012-audi-a5-cabriolet-2.0-tdi-s-line-cabriolet-2dr-convertible-diesel-manual/1418668388,BCLV
2019 Vauxhall Grandland X 1.2 Turbo SRi Nav 5dr Manual Hatchback Petrol Manual,"£20,000",2019," 13,272 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,199 cc","Morriston, Swansea",https://www.gumtree.com/p/vauxhall/2019-vauxhall-grandland-x-1.2-turbo-sri-nav-5dr-manual-hatchback-petrol-manual/1425647471,GCLV
2019 Volkswagen UP 1.0 115PS Up GTI 5dr Manual Hatchback Petrol Manual,"£17,000",2019," 8,528 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc",Bridgend,https://www.gumtree.com/p/volkswagen/2019-volkswagen-up-1.0-115ps-up-gti-5dr-manual-hatchback-petrol-manual/1424104965,GCLV
2013 / 63 PLATE NISSAN MICRA 1.2 Visia LOW MILES 53K,"£2,995",2013," 53,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,198 cc","Brighouse, West Yorkshire",https://www.gumtree.com/p/nissan/2013-63-plate-nissan-micra-1.2-visia-low-miles-53k/1425877596,GCLV
2014 Citroen DS3 1.2 PureTech DSign Plus 3dr Hatchback Petrol Manual,"£7,788",2014," 28,700 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,199 cc","Barnoldswick, Lancashire",https://www.gumtree.com/p/citroen/2014-citroen-ds3-1.2-puretech-dsign-plus-3dr-hatchback-petrol-manual/1425143548,GCLV
2018 Ford Focus 1.5 TITANIUM TDCI 5d 118 BHP Hatchback Diesel Manual,"£12,799",2018," 37,533 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,499 cc","Pontyclun, Rhondda Cynon Taf",https://www.gumtree.com/p/ford/2018-ford-focus-1.5-titanium-tdci-5d-118-bhp-hatchback-diesel-manual/1426015902,GCLV
2018 SEAT Leon TDI FR TECHNOLOGY Hatchback Diesel Manual,"£14,800",2018," 41,689 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/seat/2018-seat-leon-tdi-fr-technology-hatchback-diesel-manual/1422305034,BCLV
2016 Volkswagen Golf 2.0 TSI BlueMotion Tech GTI (s/s) 5dr Hatchback Petrol Manu,"£16,295",2016," 61,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,984 cc","Accrington, Lancashire",https://www.gumtree.com/p/volkswagen/2016-volkswagen-golf-2.0-tsi-bluemotion-tech-gti-s-s-5dr-hatchback-petrol-manu/1420193430,BCHV
2009 Land Rover Discovery 2.7 Td V6 XS 5dr 7 Seater ESTATE Diesel Manual,"£9,495",2009," 115,848 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,720 cc","Hull, East Yorkshire",https://www.gumtree.com/p/land-rover/2009-land-rover-discovery-2.7-td-v6-xs-5dr-7-seater-estate-diesel-manual/1420198592,BCLV
Mercedes-Benz CLK200 Kompressor 1.8 Avantgarde,"£1,495",2003," 105,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,796 cc","Derby, Derbyshire",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-clk200-kompressor-1.8-avantgarde/1391252139,GCLV
2019 Honda Jazz I-vtec Se 1.3 Auto Hatchback Petrol Automatic,"£13,995",2019," 12,211 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,300 cc","Sparkhill, West Midlands",https://www.gumtree.com/p/honda/2019-honda-jazz-i-vtec-se-1.3-auto-hatchback-petrol-automatic/1420188891,GCLV
2017 Audi A1 1.4 TFSI Sport Sportback (s/s) 5dr Hatchback Petrol Manual,"£12,950",2017," 23,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,395 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/audi/2017-audi-a1-1.4-tfsi-sport-sportback-s-s-5dr-hatchback-petrol-manual/1421645567,GCLV
2018 Peugeot 2008 1.2 PureTech Active 5dr Estate petrol Manual,"£11,650",2018," 18,184 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,199 cc","Wakefield, West Yorkshire",https://www.gumtree.com/p/peugeot/2018-peugeot-2008-1.2-puretech-active-5dr-estate-petrol-manual/1423922773,GCLV
2019 SEAT Arona 1.0 TSI 115 FR [EZ] 5dr DSG Auto Hatchback petrol Automatic,"£17,500",2019," 7,895 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc",Cardiff,https://www.gumtree.com/p/seat/2019-seat-arona-1.0-tsi-115-fr-ez-5dr-dsg-auto-hatchback-petrol-automatic/1423922678,GCLV
2017 Audi Q3 2.0T FSI Quattro S Line Plus 5dr S Tronic Auto Estate petrol Automa,"£23,250",2017," 40,197 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,984 cc","Swindon, Wiltshire",https://www.gumtree.com/p/audi/2017-audi-q3-2.0t-fsi-quattro-s-line-plus-5dr-s-tronic-auto-estate-petrol-automa/1423922350,GCLV
2016 Volkswagen Golf 2.0 TSI R 5dr DSG Auto Estate petrol Automatic,"£20,250",2016," 45,249 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,968 cc","Warrington, Cheshire",https://www.gumtree.com/p/volkswagen/2016-volkswagen-golf-2.0-tsi-r-5dr-dsg-auto-estate-petrol-automatic/1423922774,GCHV
2019 Vauxhall Mokka X 1.4T ecoTEC Active 5dr Hatchback petrol Manual,"£13,000",2019," 25,914 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,364 cc","Wakefield, West Yorkshire",https://www.gumtree.com/p/vauxhall/2019-vauxhall-mokka-x-1.4t-ecotec-active-5dr-hatchback-petrol-manual/1423922855,GCHV
2016 Toyota Auris 1.8 VVT-I EXCEL TOURING SPORTS TSS 5d 99 BHP. FULL SERVICE HIS,"£17,495",2016," 25,600 miles","Seller type: Trade, Fuel type: Other, Engine size: 1,798 cc","Hornchurch, London",https://www.gumtree.com/p/toyota/2016-toyota-auris-1.8-vvt-i-excel-touring-sports-tss-5d-99-bhp.-full-service-his/1420927823,GCHV
2018 Nissan Qashqai 1.2 DiG-T N-Connecta 5dr Hatchback petrol Manual,"£16,450",2018," 22,898 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,197 cc",Cardiff,https://www.gumtree.com/p/nissan/2018-nissan-qashqai-1.2-dig-t-n-connecta-5dr-hatchback-petrol-manual/1423922934,GCLV
2016 Volkswagen Touareg 3.0 V6 ESCAPE TDI BLUEMOTION TECHNOLOGY 5d 259 BHP Estat,"£23,990",2016," 47,497 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,967 cc","Camelon, Falkirk",https://www.gumtree.com/p/volkswagen/2016-volkswagen-touareg-3.0-v6-escape-tdi-bluemotion-technology-5d-259-bhp-estat/1421275480,GCLV
2018 BMW X5 2.0 XDRIVE40E M SPORT 5d 242 BHP Automatic,"£40,950",2018," 25,000 miles","Seller type: Trade, Fuel type: Other, Engine size: 1,997 cc","Harrow, London",https://www.gumtree.com/p/bmw/2018-bmw-x5-2.0-xdrive40e-m-sport-5d-242-bhp-automatic/1421270391,GCLV
2018 Hyundai Tucson 1.6 GDi SE Nav 5dr 2WD FourByFour petrol Manual,"£15,900",2018," 23,426 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,591 cc","Wakefield, West Yorkshire",https://www.gumtree.com/p/hyundai/2018-hyundai-tucson-1.6-gdi-se-nav-5dr-2wd-fourbyfour-petrol-manual/1423922780,GCLV
2018 Honda Civic VTEC SR Hatchback Petrol Manual,"£14,800",2018," 10,352 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 988 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/honda/2018-honda-civic-vtec-sr-hatchback-petrol-manual/1422306318,GCLV
2013 Vauxhall Antara 2.2 CDTi Exclusiv 5dr [2WD] [Start Stop] HATCHBACK Diesel M,"£4,150",2013," 99,500 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,231 cc","Haslingden, Lancashire",https://www.gumtree.com/p/vauxhall/2013-vauxhall-antara-2.2-cdti-exclusiv-5dr-2wd-start-stop-hatchback-diesel-m/1420893216,BCLV
2016 Volvo XC60 2.4TD AWD D5 220 R-Design Lux Nav 5-Dr Estate Estate Diesel Manu,"£19,626",2016," 65,187 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,400 cc",Stirling,https://www.gumtree.com/p/volvo/2016-volvo-xc60-2.4td-awd-d5-220-r-design-lux-nav-5-dr-estate-estate-diesel-manu/1419403232,BCHV
2017 MINI Convertible Cooper Convertible Petrol Manual,"£14,695",2017," 27,134 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,500 cc","Leiston, Suffolk",https://www.gumtree.com/p/mini/2017-mini-convertible-cooper-convertible-petrol-manual/1415159090,GCLV
2021 Jaguar NEW XE D200 R-Dynamic SE Diesel MHEV Auto Saloon Diesel Automatic,"£38,900",2021," 7,777 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,997 cc","Shirley, West Midlands",https://www.gumtree.com/p/jaguar/2021-jaguar-new-xe-d200-r-dynamic-se-diesel-mhev-auto-saloon-diesel-automatic/1424081861,GCLV
2021 Ford Grand Tourneo Connect 2.5 Manual,"£15,995",2021, 100 miles,"Seller type: Trade, Fuel type: Other, Engine size: 2,488 cc","Trafford, Manchester",https://www.gumtree.com/p/ford/2021-ford-grand-tourneo-connect-2.5-manual/1420935245,GCLV
2007 Vauxhall Astra 1.8 VVT Sport 2dr CONVERTIBLE Petrol Manual,"£1,700",2007," 48,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,796 cc","Castleford, West Yorkshire",https://www.gumtree.com/p/vauxhall/2007-vauxhall-astra-1.8-vvt-sport-2dr-convertible-petrol-manual/1402569857,GCLV
2017 Volkswagen Polo 1.4 TSI ACT BlueGT 5dr Hatchback Petrol Manual,"£14,700",2017," 13,259 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,395 cc","Coatbridge, North Lanarkshire",https://www.gumtree.com/p/volkswagen/2017-volkswagen-polo-1.4-tsi-act-bluegt-5dr-hatchback-petrol-manual/1423923023,GCLV
NISSAN MICRA 1.2 ACENTA AUTOMATIC 2015,"£9,295",2015," 8,440 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,198 cc","Taunton, Somerset",https://www.gumtree.com/p/nissan/nissan-micra-1.2-acenta-automatic-2015/1420943779,GCLV
2004 Citroen C3 Pluriel 1.4i 2dr [75] Convertible Mot Jan 2023 Driveaway CONVERT,"£1,895",2004," 54,700 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,360 cc","Wollaton, Nottinghamshire",https://www.gumtree.com/p/citroen/2004-citroen-c3-pluriel-1.4i-2dr-75-convertible-mot-jan-2023-driveaway-convert/1423465201,GCLV
2018 Peugeot 3008 1.6 THP GT Line Premium 5dr EAT6 Auto Estate Petrol Automatic,"£25,395",2018," 9,261 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,600 cc","Exeter, Devon",https://www.gumtree.com/p/peugeot/2018-peugeot-3008-1.6-thp-gt-line-premium-5dr-eat6-auto-estate-petrol-automatic/1423897558,GCLV
"Jaguar, XF, Saloon, 2017, Other, 2993 (cc), 4 doors","£24,650",2017," 45,330 miles","Fuel type: Diesel, Engine size: 2,993 cc","Cupar, Fife",https://www.gumtree.com/p/jaguar/jaguar-xf-saloon-2017-other-2993-cc-4-doors/1426627749,BCHV
2009 Ford Focus 1.6 TDCi Zetec 5dr [110] [DPF] HATCHBACK Diesel Manual,"£2,495",2009," 97,924 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,560 cc","Motherwell, North Lanarkshire",https://www.gumtree.com/p/ford/2009-ford-focus-1.6-tdci-zetec-5dr-110-dpf-hatchback-diesel-manual/1424417996,GCLV
2017 SEAT Ibiza 1.0 SE 5dr HATCHBACK Petrol Manual,"£9,250",2017," 40,730 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Goole, East Yorkshire",https://www.gumtree.com/p/seat/2017-seat-ibiza-1.0-se-5dr-hatchback-petrol-manual/1426166049,GCLV
2012 Volkswagen Tiguan 2.0 TDi BlueMotion Tech S 110 5dr [2WD] ESTATE Diesel Man,"£6,695",2012," 104,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","Cwmbran, Torfaen",https://www.gumtree.com/p/volkswagen/2012-volkswagen-tiguan-2.0-tdi-bluemotion-tech-s-110-5dr-2wd-estate-diesel-man/1420943423,BCLV
2015 MERCEDES A-CLASS A250 4Matic Engineered by AMG 5dr Auto Hatchback petrol Au,"£20,000",2015," 23,536 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,991 cc","Warrington, Cheshire",https://www.gumtree.com/p/mercedes-benz/2015-mercedes-a-class-a250-4matic-engineered-by-amg-5dr-auto-hatchback-petrol-au/1423922412,GCLV
2019 Mercedes-Benz A Class 1.3 A200 AMG Line 7G-DCT (s/s) 5dr Hatchback Petrol A,"£24,450",2019," 14,500 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,332 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/mercedes-benz/2019-mercedes-benz-a-class-1.3-a200-amg-line-7g-dct-s-s-5dr-hatchback-petrol-a/1421646951,GCLV
2007 BMW X5 3.0d SE 5dr Auto TOP SPEC CHEAP NEW SHAPE ESTATE Diesel Automatic,"£5,995",2007," 141,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,993 cc","Pontypridd, Rhondda Cynon Taf",https://www.gumtree.com/p/bmw/2007-bmw-x5-3.0d-se-5dr-auto-top-spec-cheap-new-shape-estate-diesel-automatic/1411238583,BCLV
2018 Land Rover Range Rover 2.0 P400e 12.4kWh Autobiography SUV 5dr Petrol Plug-,"£77,750",2018," 29,382 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,997 cc","Chelmsford, Essex",https://www.gumtree.com/p/land-rover/2018-land-rover-range-rover-2.0-p400e-12.4kwh-autobiography-suv-5dr-petrol-plug-/1422299928,GCHV
2018 BMW 2 Series 220i Luxury 5dr DCT Auto Hatchback petrol Automatic,"£21,950",2018," 6,475 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,998 cc","Northampton, Northamptonshire",https://www.gumtree.com/p/bmw/2018-bmw-2-series-220i-luxury-5dr-dct-auto-hatchback-petrol-automatic/1423922940,GCLV
2016 Volkswagen Passat 2.0 TDI BlueMotion Tech SE Business (s/s) 4dr Saloon Dies,"£10,990",2016," 87,232 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","Tewkesbury, Gloucestershire",https://www.gumtree.com/p/volkswagen/2016-volkswagen-passat-2.0-tdi-bluemotion-tech-se-business-s-s-4dr-saloon-dies/1418662710,BCLV
2012 62 MINI COUPE 1.6 COOPER S 2D 181 BHP,"£6,790",2012," 72,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,600 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/mini/2012-62-mini-coupe-1.6-cooper-s-2d-181-bhp/1420203404,GCLV
2013 Hyundai i40 1.7 CRDi [136] Style 5dr ESTATE Diesel Manual,"£3,995",2013," 145,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,685 cc","Wells, Somerset",https://www.gumtree.com/p/hyundai/2013-hyundai-i40-1.7-crdi-136-style-5dr-estate-diesel-manual/1418691235,BCLV
2015 Nissan Micra 1.2 Visia 5dr Hatchback Petrol Manual,"£5,595",2015," 44,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,198 cc","Romiley, Manchester",https://www.gumtree.com/p/nissan/2015-nissan-micra-1.2-visia-5dr-hatchback-petrol-manual/1421277376,GCLV
2018 Citroen C3 Aircross PURETECH FLAIR MPV Petrol Manual,"£11,900",2018," 29,869 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,199 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/citroen/2018-citroen-c3-aircross-puretech-flair-mpv-petrol-manual/1421424064,GCLV
2013 Lamborghini Aventador 6.5 V12 LP 700-4 ISR 4WD 2dr EU5 Coupe Petrol Automat,"£175,000",2013," 8,500 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 6,498 cc","Fishponds, Bristol",https://www.gumtree.com/p/lamborghini/2013-lamborghini-aventador-6.5-v12-lp-700-4-isr-4wd-2dr-eu5-coupe-petrol-automat/1421820161,GCLV
2015 Vauxhall Corsa 1.2 Design 3dr Hatchback petrol Manual,"£8,000",2015," 33,956 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,229 cc","Northampton, Northamptonshire",https://www.gumtree.com/p/vauxhall/2015-vauxhall-corsa-1.2-design-3dr-hatchback-petrol-manual/1423922853,GCLV
1994 Land Rover Discovery 300TDI SUPERCHARGED OFF ROADER CHALLENGE 4X4 CAN RAPTO,"£3,990",1994," 130,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,495 cc","Bacup, Lancashire",https://www.gumtree.com/p/land-rover/1994-land-rover-discovery-300tdi-supercharged-off-roader-challenge-4x4-can-rapto/1396136642,BCLV
Land Rover Discovery,"£52,000",2018," 28,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,993 cc","Gloucester, Gloucestershire",https://www.gumtree.com/p/land-rover/land-rover-discovery/1421286968,GCLV
2008 Citroen C-Crosser EXCLUSIVE HDI Estate Diesel Manual,"£4,390",2008," 100,500 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,179 cc",Caerphilly,https://www.gumtree.com/p/citroen/2008-citroen-c-crosser-exclusive-hdi-estate-diesel-manual/1418687838,GCHV
2019 Renault Captur 1.3 TCE 130 GT Line 5dr Petrol Manual,"£16,450",2019," 19,578 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,333 cc","Brighton, East Sussex",https://www.gumtree.com/p/renault/2019-renault-captur-1.3-tce-130-gt-line-5dr-petrol-manual/1422005938,GCHV
2017 MINI Convertible COOPER S with 4825 Factory Fitted Options Convertible Petr,"£15,600",2017," 13,080 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,998 cc","Peterborough, Cambridgeshire",https://www.gumtree.com/p/mini/2017-mini-convertible-cooper-s-with-4825-factory-fitted-options-convertible-petr/1421841877,GCLV
